# Every sprite in Celeste's atlases, generated -- see docs/celeste-assets.md.
# The dump mirrors this: celeste_graphics_dump/Graphics/Atlases/<atlas>/<path>.png
# frame is the untrimmed size the game draws; trim is the part actually stored.
atlas	path	frameW	frameH	trimX	trimY	trimW	trimH
Gameplay	decals/10-farewell/plant_d	16	16	2	3	13	13
Gameplay	decals/10-farewell/plant_e	32	32	6	4	18	28
Gameplay	decals/10-farewell/plant_f	16	16	2	10	14	6
Gameplay	decals/10-farewell/plant_g	16	16	2	3	13	13
Gameplay	decals/10-farewell/plant_h	16	16	0	1	15	15
Gameplay	decals/10-farewell/plant_i	16	16	1	2	12	14
Gameplay	decals/10-farewell/plants_j	32	32	3	10	27	22
Gameplay	decals/10-farewell/rock_a	16	16	2	10	12	6
Gameplay	decals/10-farewell/rock_b	16	32	1	6	15	26
Gameplay	decals/10-farewell/rock_lump	16	16	0	2	15	14
Gameplay	decals/10-farewell/rubble_a	16	16	6	8	10	8
Gameplay	decals/10-farewell/rubble_b	16	16	0	10	16	6
Gameplay	decals/10-farewell/rubble_c	16	16	0	7	6	9
Gameplay	decals/10-farewell/rubble_d	16	16	1	4	13	12
Gameplay	decals/10-farewell/rubble_e	16	16	2	6	14	10
Gameplay	decals/10-farewell/rubble_f	16	16	2	5	8	11
Gameplay	decals/10-farewell/rubble_g	16	16	0	7	14	9
Gameplay	decals/10-farewell/rubble_h	16	16	0	8	15	8
Gameplay	decals/10-farewell/rubble_i	16	16	0	11	12	5
Gameplay	decals/10-farewell/rubble_j	24	24	1	10	22	14
Gameplay	decals/10-farewell/rubble_k	24	24	0	5	4	18
Gameplay	decals/10-farewell/rubble_l	24	24	17	4	7	20
Gameplay	decals/10-farewell/rubble_m	24	24	0	10	12	14
Gameplay	decals/10-farewell/rubble_n	24	24	8	4	16	20
Gameplay	decals/10-farewell/rubble_o	16	16	1	8	13	8
Gameplay	decals/10-farewell/rubble_p	16	16	4	0	12	10
Gameplay	decals/10-farewell/rubble_q	16	16	0	0	8	13
Gameplay	decals/10-farewell/shells_a	32	16	3	6	27	10
Gameplay	decals/10-farewell/shells_b	16	16	0	1	12	14
Gameplay	decals/10-farewell/shells_c	16	16	0	0	14	16
Gameplay	decals/10-farewell/shels_a	16	32	0	6	16	21
Gameplay	decals/10-farewell/ship	96	80	3	3	91	77
Gameplay	decals/10-farewell/stalagtite_a	48	48	10	2	26	33
Gameplay	decals/10-farewell/stalagtite_b	48	32	9	2	31	28
Gameplay	decals/10-farewell/stalagtite_c	48	32	11	2	30	29
Gameplay	decals/10-farewell/stalagtite_d	32	32	2	1	24	30
Gameplay	decals/10-farewell/submarine	96	64	2	15	92	49
Gameplay	decals/2-oldsite/barrel	24	24	4	8	15	16
Gameplay	decals/2-oldsite/barrel_brokenA	24	24	5	10	15	14
Gameplay	decals/2-oldsite/barrel_brokenB	24	24	5	8	15	16
Gameplay	decals/2-oldsite/big_cage	80	45	1	7	77	38
Gameplay	decals/2-oldsite/cage_modular_bot	16	16	0	0	16	16
Gameplay	decals/2-oldsite/cage_modular_midA	16	16	0	0	16	16
Gameplay	decals/2-oldsite/cage_modular_midB	16	16	2	0	12	16
Gameplay	decals/2-oldsite/cage_modular_midC	16	16	2	0	12	16
Gameplay	decals/2-oldsite/cage_modular_midD	16	16	2	6	12	10
Gameplay	decals/2-oldsite/cage_modular_top	16	16	0	0	16	16
Gameplay	decals/2-oldsite/chain_broken	16	16	6	0	3	13
Gameplay	decals/2-oldsite/chain_mid	16	16	6	0	3	16
Gameplay	decals/2-oldsite/chained_cage	48	64	14	0	18	50
Gameplay	decals/2-oldsite/chair	32	32	9	17	14	15
Gameplay	decals/2-oldsite/chair_broken	32	32	7	19	17	13
Gameplay	decals/2-oldsite/chair_old	32	32	8	17	14	15
Gameplay	decals/2-oldsite/checkpoint	24	24	0	0	24	24
Gameplay	decals/2-oldsite/cloth_pole00	32	48	7	15	15	33
Gameplay	decals/2-oldsite/cloth_pole01	32	48	6	15	16	33
Gameplay	decals/2-oldsite/cloth_pole02	32	48	5	15	17	33
Gameplay	decals/2-oldsite/cloth_pole03	32	48	3	15	19	33
Gameplay	decals/2-oldsite/cloth_pole04	32	48	3	15	19	33
Gameplay	decals/2-oldsite/cloth_pole05	32	48	3	15	19	33
Gameplay	decals/2-oldsite/cloth_pole06	32	48	5	15	17	33
Gameplay	decals/2-oldsite/door	18	24	0	0	18	24
Gameplay	decals/2-oldsite/medium_cage	48	32	6	7	30	25
Gameplay	decals/2-oldsite/medium_cage_broken	48	32	6	10	34	22
Gameplay	decals/2-oldsite/pilar_diagonalB	8	8	0	0	7	7
Gameplay	decals/2-oldsite/pilar_hA	8	8	0	4	8	4
Gameplay	decals/2-oldsite/pilar_hB	8	8	0	4	8	4
Gameplay	decals/2-oldsite/pilar_hC	8	8	0	4	8	4
Gameplay	decals/2-oldsite/pilar_h_endA	8	8	0	4	5	4
Gameplay	decals/2-oldsite/pilar_h_endB	8	8	0	4	5	4
Gameplay	decals/2-oldsite/pilar_instersection_small	16	8	2	0	12	8
Gameplay	decals/2-oldsite/pilar_instersection_smallB	24	8	3	0	19	8
Gameplay	decals/2-oldsite/pilar_verticalA	8	8	2	0	4	8
Gameplay	decals/2-oldsite/pilar_verticalB	8	8	2	0	4	8
Gameplay	decals/2-oldsite/pilar_vertical_endA	8	8	2	0	4	5
Gameplay	decals/2-oldsite/pilar_vertical_endB	8	8	2	0	4	6
Gameplay	decals/2-oldsite/pilar_vertical_endC	8	8	1	0	6	8
Gameplay	decals/2-oldsite/simple_pole	32	48	12	15	8	33
Gameplay	decals/2-oldsite/tableA	48	32	5	15	39	17
Gameplay	decals/2-oldsite/tableB	48	32	5	18	39	14
Gameplay	decals/2-oldsite/tableC	48	32	5	23	39	9
Gameplay	decals/2-oldsite/tableD	48	32	5	20	39	12
Gameplay	decals/2-oldsite/table_broken	48	32	5	23	39	9
Gameplay	decals/2-oldsite/window	24	24	3	3	18	18
Gameplay	decals/2-oldsite/window_boarded	24	24	0	0	24	24
Gameplay	decals/3-resort/bed_a	32	16	1	2	30	14
Gameplay	decals/3-resort/bed_b	48	24	7	5	38	19
Gameplay	decals/3-resort/bed_c	48	32	4	1	40	31
Gameplay	decals/3-resort/bedstand_a	16	16	2	2	11	14
Gameplay	decals/3-resort/bedstand_b	16	16	2	0	11	16
Gameplay	decals/3-resort/bellhopcart_a	32	32	1	1	30	31
Gameplay	decals/3-resort/bench	16	16	2	8	13	8
Gameplay	decals/3-resort/bench_a	16	16	3	10	11	6
Gameplay	decals/3-resort/bench_b	16	16	3	10	11	6
Gameplay	decals/3-resort/bgtilehole	48	48	0	0	48	48
Gameplay	decals/3-resort/bgtilehole_b	16	16	0	0	16	16
Gameplay	decals/3-resort/bgtilehole_c	16	16	0	0	16	16
Gameplay	decals/3-resort/bgtilehole_d	16	16	0	0	16	16
Gameplay	decals/3-resort/bgtilehole_e	16	16	0	0	16	16
Gameplay	decals/3-resort/bgtilehole_f	16	16	0	0	16	16
Gameplay	decals/3-resort/boilder_a	32	24	3	0	24	24
Gameplay	decals/3-resort/bookshelf_bl_a	16	16	2	0	14	16
Gameplay	decals/3-resort/bookshelf_bm_a	16	16	0	0	16	16
Gameplay	decals/3-resort/bookshelf_br_a	16	16	0	0	14	16
Gameplay	decals/3-resort/bookshelf_ml_a	16	16	3	0	13	16
Gameplay	decals/3-resort/bookshelf_mm_a	16	16	0	0	16	16
Gameplay	decals/3-resort/bookshelf_mm_b	16	16	0	0	16	16
Gameplay	decals/3-resort/bookshelf_mm_c	16	16	0	0	16	16
Gameplay	decals/3-resort/bookshelf_mm_d	16	16	0	0	16	16
Gameplay	decals/3-resort/bookshelf_mm_e	16	16	0	0	16	16
Gameplay	decals/3-resort/bookshelf_mr_a	16	16	0	0	13	16
Gameplay	decals/3-resort/bookshelf_tl_a	16	16	1	12	15	4
Gameplay	decals/3-resort/bookshelf_tm_a	16	16	0	10	16	6
Gameplay	decals/3-resort/bookshelf_tr_a	16	16	0	12	15	4
Gameplay	decals/3-resort/bridgeBack	16	24	0	0	16	24
Gameplay	decals/3-resort/bridgeBackBrokenA	16	24	0	0	16	24
Gameplay	decals/3-resort/bridgeBackBrokenB	16	24	0	0	16	24
Gameplay	decals/3-resort/bridgeBackBrokenC	16	24	0	0	16	23
Gameplay	decals/3-resort/bridgeBackBrokenD	16	24	1	0	15	24
Gameplay	decals/3-resort/bridgeBackBrokenE	16	24	0	0	15	24
Gameplay	decals/3-resort/bridgeBackBrokenF	16	24	0	4	16	20
Gameplay	decals/3-resort/bridgeBackBrokenG	16	24	0	6	16	18
Gameplay	decals/3-resort/bridgeBackBrokenH	16	24	0	7	16	17
Gameplay	decals/3-resort/bridgeColumn	16	16	3	0	10	16
Gameplay	decals/3-resort/bridgeColumnBg	16	16	3	0	10	16
Gameplay	decals/3-resort/bridgeColumnTop	16	16	0	0	16	16
Gameplay	decals/3-resort/bridgeColumnTopBg	16	16	0	0	16	16
Gameplay	decals/3-resort/bridgebackPost	8	16	2	0	4	16
Gameplay	decals/3-resort/bridgebackPostBroken	8	16	2	0	4	10
Gameplay	decals/3-resort/brokenbox_a	16	16	1	2	13	14
Gameplay	decals/3-resort/brokenbox_b	16	16	1	3	12	13
Gameplay	decals/3-resort/brokenbox_c	16	16	1	3	14	13
Gameplay	decals/3-resort/brokenbox_d	16	16	1	4	12	12
Gameplay	decals/3-resort/brokenelevator	48	56	1	3	44	53
Gameplay	decals/3-resort/brokenelevatortop	32	32	1	0	29	32
Gameplay	decals/3-resort/brokenwood	16	16	0	0	11	16
Gameplay	decals/3-resort/brokenwood_bottom	16	16	0	0	11	16
Gameplay	decals/3-resort/bucket_a	16	32	4	15	10	17
Gameplay	decals/3-resort/cabinet_a	48	32	4	0	40	32
Gameplay	decals/3-resort/cabinet_b	36	34	0	0	36	34
Gameplay	decals/3-resort/carpet_corner_a	16	16	0	0	16	16
Gameplay	decals/3-resort/carpet_inner_a	16	16	0	0	16	16
Gameplay	decals/3-resort/carpet_inner_b	16	16	0	0	16	16
Gameplay	decals/3-resort/carpet_inner_c	16	16	0	0	16	16
Gameplay	decals/3-resort/carpet_innercorner_a	16	16	0	0	16	16
Gameplay	decals/3-resort/carpet_left_a	16	16	0	0	16	16
Gameplay	decals/3-resort/carpet_top_a	16	16	0	0	16	16
Gameplay	decals/3-resort/chair_a	16	16	2	2	13	14
Gameplay	decals/3-resort/chair_b	16	16	2	1	13	15
Gameplay	decals/3-resort/chair_c	16	31	1	7	14	24
Gameplay	decals/3-resort/chandelier_a	32	32	4	0	23	32
Gameplay	decals/3-resort/chandelier_b	32	32	5	0	21	32
Gameplay	decals/3-resort/checkpoint	24	24	0	0	24	24
Gameplay	decals/3-resort/cloth_a	32	32	3	0	26	28
Gameplay	decals/3-resort/cobweb	16	16	0	0	15	15
Gameplay	decals/3-resort/cobweb_b	16	16	0	0	16	12
Gameplay	decals/3-resort/curtain_center_a	8	16	0	7	8	5
Gameplay	decals/3-resort/curtain_center_b	32	64	3	0	26	53
Gameplay	decals/3-resort/curtain_side_a	16	64	1	6	15	53
Gameplay	decals/3-resort/curtain_side_b	32	32	0	0	28	32
Gameplay	decals/3-resort/curtain_side_c	32	32	0	0	28	30
Gameplay	decals/3-resort/curtain_side_d	16	64	1	6	15	33
Gameplay	decals/3-resort/debris_roof_a	32	48	1	36	31	12
Gameplay	decals/3-resort/debris_roof_b	16	24	2	16	10	8
Gameplay	decals/3-resort/debris_roof_c	16	24	4	17	12	7
Gameplay	decals/3-resort/debris_roof_d	16	24	1	18	10	6
Gameplay	decals/3-resort/desk	32	16	1	1	30	15
Gameplay	decals/3-resort/fgtilehole	48	48	0	0	48	48
Gameplay	decals/3-resort/fireplace00	48	32	8	3	31	29
Gameplay	decals/3-resort/fireplace01	48	32	8	3	31	29
Gameplay	decals/3-resort/fireplace02	48	32	8	3	31	29
Gameplay	decals/3-resort/fireplace03	48	32	8	3	31	29
Gameplay	decals/3-resort/fireplace04	48	32	8	3	31	29
Gameplay	decals/3-resort/fireplace05	48	32	8	3	31	29
Gameplay	decals/3-resort/fireplace06	48	32	8	3	31	29
Gameplay	decals/3-resort/fireplace07	48	32	8	3	31	29
Gameplay	decals/3-resort/gold_railingCenter	16	16	0	9	16	7
Gameplay	decals/3-resort/gold_railingCenterBrokenA	16	16	0	9	13	7
Gameplay	decals/3-resort/gold_railingCenterBrokenB	16	16	2	7	14	9
Gameplay	decals/3-resort/gold_railingLeft	16	16	2	9	14	7
Gameplay	decals/3-resort/gold_railingRight	16	16	0	9	11	7
Gameplay	decals/3-resort/granfather_clock00	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock01	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock02	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock03	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock04	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock05	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock06	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock07	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock08	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock09	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock10	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock11	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock12	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock13	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock14	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock15	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock16	32	48	7	7	17	41
Gameplay	decals/3-resort/granfather_clock17	32	48	7	7	17	41
Gameplay	decals/3-resort/grate	16	16	0	0	16	16
Gameplay	decals/3-resort/guestbook	16	16	0	3	16	13
Gameplay	decals/3-resort/hangshelf_a	48	16	2	0	44	15
Gameplay	decals/3-resort/head_trophy_a	32	32	7	7	19	19
Gameplay	decals/3-resort/keyrack	32	32	1	0	30	27
Gameplay	decals/3-resort/laundry_a	32	16	2	3	26	13
Gameplay	decals/3-resort/laundry_b	32	16	5	5	23	11
Gameplay	decals/3-resort/laundry_c	16	16	0	7	15	9
Gameplay	decals/3-resort/laundry_d	16	16	1	7	15	9
Gameplay	decals/3-resort/lifesaver	16	16	1	1	14	15
Gameplay	decals/3-resort/painting_a	32	24	3	0	27	24
Gameplay	decals/3-resort/painting_b	32	24	3	0	27	24
Gameplay	decals/3-resort/painting_c	40	24	1	0	37	24
Gameplay	decals/3-resort/painting_d	80	80	9	11	63	64
Gameplay	decals/3-resort/painting_e	24	24	5	4	13	15
Gameplay	decals/3-resort/painting_f	24	24	3	5	18	15
Gameplay	decals/3-resort/painting_g	64	32	7	2	50	27
Gameplay	decals/3-resort/piano	32	32	1	11	30	21
Gameplay	decals/3-resort/pipe_bot_a	8	8	1	0	6	8
Gameplay	decals/3-resort/pipe_horz	8	8	0	2	8	5
Gameplay	decals/3-resort/pipe_top_a	8	8	1	0	6	8
Gameplay	decals/3-resort/pipe_turn_a	8	8	0	0	6	7
Gameplay	decals/3-resort/pipe_turn_b	8	8	2	2	6	6
Gameplay	decals/3-resort/pipe_turn_c	8	8	2	0	6	7
Gameplay	decals/3-resort/pipe_turn_d	8	8	0	2	6	6
Gameplay	decals/3-resort/pipe_vert_a	8	8	2	0	4	8
Gameplay	decals/3-resort/pipe_vert_b	8	8	2	0	6	8
Gameplay	decals/3-resort/pipe_vert_c	8	8	0	0	6	8
Gameplay	decals/3-resort/post	16	16	5	0	6	16
Gameplay	decals/3-resort/postbase	16	16	4	0	8	16
Gameplay	decals/3-resort/railingCenter	16	16	0	4	16	12
Gameplay	decals/3-resort/railingCenterBrokenA	16	16	0	4	13	12
Gameplay	decals/3-resort/railingCenterBrokenB	16	16	2	3	14	13
Gameplay	decals/3-resort/railingLeft	16	16	1	4	15	12
Gameplay	decals/3-resort/railingRight	16	16	0	4	13	12
Gameplay	decals/3-resort/roofCenter	16	24	0	8	16	14
Gameplay	decals/3-resort/roofCenter_b	16	24	0	8	16	14
Gameplay	decals/3-resort/roofCenter_c	16	24	0	8	16	14
Gameplay	decals/3-resort/roofCenter_d	16	24	0	7	16	15
Gameplay	decals/3-resort/roofCenter_snapped_a	24	24	2	8	20	15
Gameplay	decals/3-resort/roofCenter_snapped_b	24	24	2	8	21	14
Gameplay	decals/3-resort/roofCenter_snapped_c	24	24	6	8	9	14
Gameplay	decals/3-resort/roofEdge	16	24	0	8	16	14
Gameplay	decals/3-resort/roofEdge_b	16	24	0	7	13	15
Gameplay	decals/3-resort/roofEdge_c	16	24	0	7	13	15
Gameplay	decals/3-resort/roofEdge_d	16	24	0	8	16	16
Gameplay	decals/3-resort/sticks	16	48	2	13	14	35
Gameplay	decals/3-resort/storageshelf_mid_a	48	16	3	0	42	16
Gameplay	decals/3-resort/storageshelf_mid_b	48	16	3	0	42	16
Gameplay	decals/3-resort/storageshelf_mid_c	48	16	3	0	42	16
Gameplay	decals/3-resort/storageshelf_top_a	48	16	3	0	42	16
Gameplay	decals/3-resort/table_a	48	16	6	3	37	13
Gameplay	decals/3-resort/table_b	24	24	0	4	24	20
Gameplay	decals/3-resort/totem_base_a	16	16	0	0	15	16
Gameplay	decals/3-resort/totem_base_b	16	16	0	0	15	16
Gameplay	decals/3-resort/totem_head_a	16	16	1	0	14	16
Gameplay	decals/3-resort/totem_head_b	16	16	2	0	12	16
Gameplay	decals/3-resort/totem_mid_a	16	16	2	0	11	16
Gameplay	decals/3-resort/totem_mid_b	16	16	2	0	11	16
Gameplay	decals/3-resort/totem_mid_c	16	16	2	0	11	16
Gameplay	decals/3-resort/totem_mid_d	16	16	2	0	11	16
Gameplay	decals/3-resort/totem_wings_a	48	16	4	0	36	16
Gameplay	decals/3-resort/trashcan_a	16	16	3	2	10	14
Gameplay	decals/3-resort/vent	16	16	1	5	15	8
Gameplay	decals/3-resort/washing_machine_a	32	32	10	12	21	20
Gameplay	decals/3-resort/washing_machine_b	32	32	10	12	22	20
Gameplay	decals/3-resort/window	16	16	0	0	16	16
Gameplay	decals/3-resort/window_broken_a	16	16	0	0	16	16
Gameplay	decals/3-resort/window_broken_b	16	16	0	0	16	16
Gameplay	decals/4-cliffside/bg_a	32	32	0	0	32	32
Gameplay	decals/4-cliffside/bg_b	16	16	0	0	16	16
Gameplay	decals/4-cliffside/bg_c	32	32	0	0	32	32
Gameplay	decals/4-cliffside/bg_d	16	16	0	0	16	16
Gameplay	decals/4-cliffside/bg_e	32	32	0	0	32	32
Gameplay	decals/4-cliffside/bg_f	32	32	0	0	32	32
Gameplay	decals/4-cliffside/big_block_a	32	32	0	0	32	32
Gameplay	decals/4-cliffside/bridge_a	50	32	0	8	50	24
Gameplay	decals/4-cliffside/bridge_b	48	32	0	10	48	22
Gameplay	decals/4-cliffside/bridge_c	48	32	0	10	48	22
Gameplay	decals/4-cliffside/checkpoint	24	24	0	0	24	24
Gameplay	decals/4-cliffside/flower_a	16	16	3	6	9	10
Gameplay	decals/4-cliffside/flower_b	16	16	4	6	10	10
Gameplay	decals/4-cliffside/flower_c	16	16	3	6	12	10
Gameplay	decals/4-cliffside/flower_d	16	16	1	5	14	11
Gameplay	decals/4-cliffside/house_a	48	48	4	15	35	33
Gameplay	decals/4-cliffside/house_b	48	48	5	11	39	37
Gameplay	decals/4-cliffside/rock_a	32	32	0	5	32	27
Gameplay	decals/4-cliffside/rock_b	32	32	4	15	27	17
Gameplay	decals/4-cliffside/rock_c	17	32	0	2	10	30
Gameplay	decals/4-cliffside/rock_d	32	32	1	8	30	24
Gameplay	decals/4-cliffside/rock_e	48	48	1	12	45	36
Gameplay	decals/4-cliffside/rockaline	16	16	1	4	14	12
Gameplay	decals/4-cliffside/roots_a	48	48	9	0	30	48
Gameplay	decals/4-cliffside/roots_b	48	48	11	0	29	48
Gameplay	decals/4-cliffside/roots_bot_a	48	48	16	0	18	34
Gameplay	decals/4-cliffside/roots_bot_b	48	48	16	0	19	48
Gameplay	decals/4-cliffside/roots_c	48	48	12	0	35	48
Gameplay	decals/4-cliffside/rubble_a	16	16	4	2	12	14
Gameplay	decals/4-cliffside/rubble_b	16	16	1	9	14	7
Gameplay	decals/4-cliffside/rubble_c	16	16	0	7	14	9
Gameplay	decals/4-cliffside/rubble_d	16	16	1	3	14	13
Gameplay	decals/4-cliffside/rubble_e	16	16	5	10	11	6
Gameplay	decals/4-cliffside/rubble_f	16	16	0	9	6	7
Gameplay	decals/4-cliffside/rubble_g	16	16	0	9	15	7
Gameplay	decals/4-cliffside/rubble_h	16	16	7	1	9	15
Gameplay	decals/4-cliffside/rubble_i	16	16	1	7	14	9
Gameplay	decals/4-cliffside/rubble_j	16	16	2	12	12	4
Gameplay	decals/4-cliffside/ruleboard	32	24	0	0	32	24
Gameplay	decals/4-cliffside/tree_a	160	160	5	29	129	131
Gameplay	decals/4-cliffside/tree_b	64	64	0	16	57	47
Gameplay	decals/4-cliffside/tree_c	32	48	5	5	23	43
Gameplay	decals/4-cliffside/tree_d	64	64	0	9	46	46
Gameplay	decals/4-cliffside/wall_rock_a	48	48	0	6	42	35
Gameplay	decals/4-cliffside/woodbeam_a	16	16	0	3	16	3
Gameplay	decals/4-cliffside/woodbeam_b	16	16	0	3	16	13
Gameplay	decals/4-cliffside/woodbeam_c	16	16	0	3	16	13
Gameplay	decals/4-cliffside/woodbeam_d	16	16	7	0	2	16
Gameplay	decals/4-cliffside/woodbeam_e	16	16	0	3	12	6
Gameplay	decals/4-cliffside/woodbeam_f	16	16	7	0	2	14
Gameplay	decals/4-cliffside/woodbeam_g	32	24	0	3	32	16
Gameplay	decals/4-cliffside/woodbeam_h	32	32	5	0	15	32
Gameplay	decals/4-cliffside/woodbeam_i	32	32	6	0	18	32
Gameplay	decals/4-cliffside/woodbeam_j	32	32	7	0	12	32
Gameplay	decals/4-cliffside/woodbeam_k	32	32	0	10	32	12
Gameplay	decals/4-cliffside/woodbeam_l	32	32	3	0	16	32
Gameplay	decals/4-cliffside/woodbean_h	24	16	3	0	18	16
Gameplay	decals/5-temple-dark/Mosaic_a	56	32	1	1	53	31
Gameplay	decals/5-temple-dark/Mosaic_b	56	32	1	1	53	29
Gameplay	decals/5-temple-dark/Mosaic_c	56	32	1	1	53	30
Gameplay	decals/5-temple-dark/bg_claw_a	16	16	0	1	15	14
Gameplay	decals/5-temple-dark/bg_claw_b	16	16	0	1	16	15
Gameplay	decals/5-temple-dark/bg_claw_c	16	16	1	0	14	16
Gameplay	decals/5-temple-dark/bg_symbols_c_a	16	16	0	2	14	14
Gameplay	decals/5-temple-dark/bg_symbols_c_b	16	16	2	2	14	14
Gameplay	decals/5-temple-dark/bg_symbols_c_c	16	16	0	0	14	14
Gameplay	decals/5-temple-dark/bg_symbols_c_d	16	16	2	0	14	14
Gameplay	decals/5-temple-dark/bg_symbols_h_a	16	16	1	2	15	12
Gameplay	decals/5-temple-dark/bg_symbols_h_b	16	16	1	2	15	12
Gameplay	decals/5-temple-dark/bg_symbols_h_c	16	16	0	2	16	12
Gameplay	decals/5-temple-dark/bg_symbols_h_d	16	16	0	2	16	12
Gameplay	decals/5-temple-dark/bg_symbols_h_e	16	16	0	2	16	12
Gameplay	decals/5-temple-dark/bg_symbols_h_f	16	16	0	2	16	12
Gameplay	decals/5-temple-dark/bg_symbols_h_g	16	16	0	2	15	12
Gameplay	decals/5-temple-dark/bg_symbols_h_h	16	16	0	2	15	12
Gameplay	decals/5-temple-dark/bg_symbols_v_a	16	16	2	1	12	15
Gameplay	decals/5-temple-dark/bg_symbols_v_b	16	16	2	1	12	15
Gameplay	decals/5-temple-dark/bg_symbols_v_c	16	16	2	0	12	16
Gameplay	decals/5-temple-dark/bg_symbols_v_d	16	16	2	0	12	16
Gameplay	decals/5-temple-dark/bg_symbols_v_e	16	16	2	0	12	16
Gameplay	decals/5-temple-dark/bg_symbols_v_f	16	16	2	0	12	15
Gameplay	decals/5-temple-dark/bg_symbols_v_g	16	16	2	0	12	15
Gameplay	decals/5-temple-dark/bg_tile_a	16	16	0	0	16	16
Gameplay	decals/5-temple-dark/bg_tile_b	24	24	0	0	24	24
Gameplay	decals/5-temple-dark/bg_tile_c	24	24	0	0	24	24
Gameplay	decals/5-temple-dark/column_a	32	32	5	0	22	32
Gameplay	decals/5-temple-dark/column_b	32	32	4	0	25	32
Gameplay	decals/5-temple-dark/column_c	32	32	4	0	23	32
Gameplay	decals/5-temple-dark/column_d	32	32	4	0	23	24
Gameplay	decals/5-temple-dark/column_e	32	32	3	9	26	23
Gameplay	decals/5-temple-dark/hole_a	40	40	6	9	28	25
Gameplay	decals/5-temple-dark/hole_b	40	40	2	0	36	40
Gameplay	decals/5-temple-dark/rubble_a	16	16	6	8	10	8
Gameplay	decals/5-temple-dark/rubble_b	16	16	0	10	16	6
Gameplay	decals/5-temple-dark/rubble_c	16	16	0	7	6	9
Gameplay	decals/5-temple-dark/rubble_d	16	16	1	4	13	12
Gameplay	decals/5-temple-dark/rubble_e	16	16	2	6	14	10
Gameplay	decals/5-temple-dark/rubble_f	16	16	2	5	8	11
Gameplay	decals/5-temple-dark/rubble_g	16	16	0	7	14	9
Gameplay	decals/5-temple-dark/rubble_h	16	16	0	8	15	8
Gameplay	decals/5-temple-dark/rubble_i	16	16	0	11	12	5
Gameplay	decals/5-temple-dark/rubble_j	24	24	1	10	22	14
Gameplay	decals/5-temple-dark/rubble_k	24	24	0	5	4	18
Gameplay	decals/5-temple-dark/rubble_l	24	24	17	4	7	20
Gameplay	decals/5-temple-dark/rubble_m	24	24	0	10	12	14
Gameplay	decals/5-temple-dark/rubble_n	24	24	8	4	16	20
Gameplay	decals/5-temple-dark/rubble_o	16	16	1	8	13	8
Gameplay	decals/5-temple-dark/rubble_p	16	16	4	0	12	10
Gameplay	decals/5-temple-dark/rubble_q	16	16	0	0	8	13
Gameplay	decals/5-temple-dark/vine_a	16	16	0	3	16	13
Gameplay	decals/5-temple-dark/vine_b	32	32	9	0	18	32
Gameplay	decals/5-temple-dark/vine_c	32	32	1	0	20	32
Gameplay	decals/5-temple-dark/vine_d	32	32	4	0	28	27
Gameplay	decals/5-temple-dark/vine_e	32	32	0	0	30	29
Gameplay	decals/5-temple-dark/vine_f	32	32	2	3	30	29
Gameplay	decals/5-temple-dark/vine_g	32	32	0	4	32	26
Gameplay	decals/5-temple-dark/vine_h	32	32	0	10	27	22
Gameplay	decals/5-temple-dark/vine_i	32	32	3	0	29	27
Gameplay	decals/5-temple-dark/vine_j	32	32	0	0	20	19
Gameplay	decals/5-temple-dark/vine_k	32	32	0	3	32	18
Gameplay	decals/5-temple/Mosaic_a	56	32	1	1	53	30
Gameplay	decals/5-temple/Mosaic_b	56	32	1	1	53	30
Gameplay	decals/5-temple/Mosaic_c	56	32	1	1	53	30
Gameplay	decals/5-temple/Slice	24	16	2	0	20	16
Gameplay	decals/5-temple/altar	48	24	5	6	38	18
Gameplay	decals/5-temple/bg_eye_a	64	64	3	9	58	45
Gameplay	decals/5-temple/bg_eye_b	64	64	18	20	29	24
Gameplay	decals/5-temple/bg_eye_c	64	64	15	3	30	58
Gameplay	decals/5-temple/bg_mirror_a	48	40	7	6	34	28
Gameplay	decals/5-temple/bg_mirror_b	40	40	7	5	26	33
Gameplay	decals/5-temple/bg_mirror_c	40	40	7	5	26	33
Gameplay	decals/5-temple/bg_mirror_shard_a	16	16	2	2	11	14
Gameplay	decals/5-temple/bg_mirror_shard_b	16	16	3	4	8	9
Gameplay	decals/5-temple/bg_mirror_shard_c	16	16	3	0	11	15
Gameplay	decals/5-temple/bg_mirror_shard_d	16	16	3	2	11	13
